repeat 1/3
Data(x=[10641, 33], edge_index=[2, 44874], y=[10641], central_mask=[10641], train_mask=[10641], val_mask=[10641], test_mask=[10641])
GCN2(
  (lins): ModuleList(
    (0): Linear(33, 64, bias=True)
    (1): Linear(64, 2, bias=True)
  )
  (convs): ModuleList(
    (0): GCN2Conv(64, alpha=0.1, beta=0.4054651081081644)
    (1): GCN2Conv(64, alpha=0.1, beta=0.22314355131420976)
    (2): GCN2Conv(64, alpha=0.1, beta=0.15415067982725836)
    (3): GCN2Conv(64, alpha=0.1, beta=0.11778303565638346)
    (4): GCN2Conv(64, alpha=0.1, beta=0.09531017980432493)
    (5): GCN2Conv(64, alpha=0.1, beta=0.08004270767353636)
  )
)
auto fixed data split seed to 0, model init seed to 0
Data(x=[10641, 33], edge_index=[2, 44874], y=[10641], central_mask=[10641], train_mask=[10641], val_mask=[10641], test_mask=[10641])
[Dataset-Company()] train_num:1754, val_num:584, test_num:585, class_num:2
Epoch: 001, Loss:0.7195 Train: 0.5741, Val:0.5651, Test: 0.5731, Time(s/epoch):0.0358
Epoch: 002, Loss:0.7187 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0221
Epoch: 003, Loss:0.6918 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0205
Epoch: 004, Loss:0.7072 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0187
Epoch: 005, Loss:0.6933 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0175
Epoch: 006, Loss:0.6921 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0166
Epoch: 007, Loss:0.6866 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0163
Epoch: 008, Loss:0.6904 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0162
Epoch: 009, Loss:0.6852 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0161
Epoch: 010, Loss:0.6855 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0171
Epoch: 011, Loss:0.6867 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0163
Epoch: 012, Loss:0.6840 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0162
Epoch: 013, Loss:0.6831 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0160
Epoch: 014, Loss:0.6830 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0158
Epoch: 015, Loss:0.6857 Train: 0.5707, Val:0.5702, Test: 0.5799, Time(s/epoch):0.0157
